"ID"	"RT"	"MZ"	"Metabolite name"	"MSMS"	"LabeledID"	"ExchangeNumber"
2177	8.16	360.3238	"Unknown"	"50.29618:2329 73.25777:2487 78.77007:2106 81.85707:2262 82.30565:2380 85.02827:4089 121.48285:2248 127.03883:5476 145.04941:10473 168.40065:2558 179.07869:10776 200.09314:2319 201.19785:2541 241.24289:2480 281.09644:2744 360.14865:14416 360.32355:1149767"	NA	NA
2184	7.49	361.1337	"Unknown"	"58.06223:70243 59.06857:517506 60.07482:190436 61.0507:11463 62.70892:9851 62.88355:9503 83.01021:9856 91.04037:23609 92.04663:360340 100.07265:112181 101.07896:767244 102.08517:206147 122.05724:188288 133.05095:43495 134.05722:163159 138.05212:2067412 140.06775:45962 148.09055:363348 149.09718:141031 162.05211:648803 164.06772:597647 165.07416:15441 167.87204:9787 180.06271:3613507 182.07834:337378 182.09637:12760 183.08528:82856 184.09146:14540 215.05688:121085 216.0632:48114 219.57521:12972 224.08908:16877 225.08887:11751 231.22462:9361 268.69803:11087 273.11783:266236 314.12338:23785 315.12836:668635 319.12402:238152 343.12317:675620 361.13376:1501160"	"3515"	"5"
2186	4.73	361.1395	"Unknown"	"59.06072:5499 63.72263:2545 71.39085:2409 71.70316:3336 74.75526:2780 89.09394:2350 148.19522:3056 149.36105:2645 178.08646:51269 185.10815:3363 227.11873:25245 241.09758:3450 255.11295:130742 271.10825:15273 273.12357:375515 278.27371:2866 283.10794:168163 287.13873:3939 297.12451:21007 297.61218:2663 301.11856:290748 315.13388:77516 325.11719:23795 333.14471:208735 343.12912:145829 361.13959:1123664 361.33279:12627"	"3518"	"5"
2198	9.44	364.0652	"Guanosine 5'-monophosphate"	"58.28537:2474 69.15677:2499 97.02845:100142 111.62746:2941 152.05672:3430676 217.92366:5829 328.08719:3083 364.06561:263221"	"3556;3564"	"7;8"
2203	1.03	364.1963	"Unknown"	"57.03384:9730 80.70045:2262 89.05994:2537 97.10146:5826 101.7766:2233 114.88981:2390 117.05459:9551 125.09591:22952 147.20688:2323 153.09137:4165 159.06523:437844 171.10135:30871 189.11197:69187 217.13153:5829 227.12794:68519 250.18889:2565 269.13995:13158 287.1489:416931 329.15964:295761 347.17059:48455 364.19333:4687 364.24042:4283 364.28436:2519 364.33823:2604"	NA	NA
2206	8.69	365.1053	"Unknown"	"50.53835:2526 54.89571:2641 64.22066:2653 85.20483:2633 85.75803:3172 118.68398:2479 185.04236:10396 203.0529:27410 217.54263:9822 290.98544:3171 305.0838:41162 347.09464:16131 356.71945:3202 363.17459:3468 365.1051:4967718"	"3567;3581;3583"	"7;8;8"
2207	8.61	365.1053	"Unknown"	"126.95833:3883 147.11307:3843 185.04189:25790 201.86754:3254 203.05238:77287 214.00592:4909 217.51775:6198 305.08371:40127 347.09659:42615 356.74008:4645 365.10501:6476654"	"3567;3581;3583"	"7;8;8"
2208	8.16	365.1053	"Sucrose"	"57.78924:12943 185.02225:31988 185.04199:1974473 203.05251:3586766 210.26978:14223 217.9686:21959 217.98779:16295 365.10516:18463026"	"3566;3582"	"7;8"
2209	8.49	365.1054	"Lactose"	"64.77087:2437 75.7159:3541 80.59923:2438 97.0462:2500 97.13443:2591 129.75166:2532 162.58922:2843 168.8616:2549 185.04204:41471 203.05251:107558 203.07373:5074 215.50984:2773 225.38707:2603 225.85004:2774 228.08449:2794 280.09103:4307 305.08499:18690 347.09592:20806 365.10529:3138300"	"3567;3581;3583"	"7;8;8"
2210	8.03	365.1055	"Unknown"	"57.10286:2356 63.71359:2519 81.37016:2647 148.09251:2553 185.04211:330142 203.05263:558126 215.17137:2485 219.07071:2838 310.6265:2735 313.48303:2946 355.46518:2562 356.61816:2789 365.10532:2775947"	"3566;3582"	"7;8"
2211	8.56	365.1055	"Unknown"	"55.78902:2860 75.69985:3512 137.55031:2504 185.04213:55682 203.0526:116558 214.00618:15125 214.96909:4699 215.00964:12807 217.02505:13053 218.02879:12161 218.55869:5547 220.08717:2595 305.08478:15497 332.2814:2822 365.10532:2214936"	"3567;3581;3583"	"7;8;8"
2214	9.01	367.1392	"Phosphocholine"	"58.06605:23616 60.081:32597 60.92066:13835 62.47676:16828 64.8626:14903 72.59157:19243 86.0966:137294 104.10698:7340230 112.89643:16788 124.99991:27485 139.29208:15673 146.49176:18626 174.82678:17182 184.07332:12415099 198.08888:271941 217.65694:48892 276.88498:16619 292.43649:16858 331.00772:18431 367.13922:6440658"	"3551"	"3"
2217	1.12	368.3272	"Unknown"	"105.40764:2613 112.08679:4844 113.07092:498067 130.09747:813249 176.72594:2378 214.37538:2996 220.09531:3829 248.54227:2646 282.27902:21057 368.32715:937756 368.42398:68905"	NA	NA
2219	1.49	368.4251	"Unknown"	"58.08064:2861 60.33073:2299 76.04639:2905 100.01177:2669 101.16525:2434 112.9726:2347 213.04883:2334 368.42493:2269236"	NA	NA
2223	8.98	369.2495	"Unknown"	"58.06527:5078 78.58138:2737 84.08077:83212 104.10703:90936 105.11053:20057 106.11163:11442 116.10701:3788 117.38802:2415 126.09051:3326 128.10715:5369 142.94746:2428 144.10191:4898 184.07335:91366 185.07681:36379 186.0779:87435 206.05505:14248 241.15459:74398 251.35654:3607 256.97971:9427 296.19565:4923 324.1908:5339 327.07788:3820 369.00748:16977 369.14468:112232 369.24951:1936985"	"3586"	"4"
2227	8.78	370.0523	"Adenosine 5'-monophosphate"	"51.82551:2354 55.02802:2013 55.96993:2182 70.87933:2179 83.36777:2451 97.0284:2668 119.00143:4034 119.01049:91762 120.96619:107669 136.0619:13163 158.04373:311560 215.77039:10939 215.79559:4581 216.98767:3231 234.99792:90946 238.0106:2857 250.09348:62117 272.07468:20308 290.08533:3701 370.05234:468292"	"3599"	"6"
2230	9.07	371.0364	"Unknown"	"71.08527:2564 79.42951:2244 101.05979:5124 111.04393:5830 119.0104:296857 120.96615:342471 129.05467:32080 132.61821:2564 137.02122:2814 138.62027:2457 147.06516:44104 159.02774:397630 216.9868:17113 218.12642:5642 234.99789:399448 236.44307:2797 253.00795:12074 268.26233:4948 276.0239:12093 300.41415:2491 371.03629:832123"	NA	NA
2231	0.9	371.1011	"Decamethylcyclopentasiloxane"	"50.39271:3262 56.03136:2741 57.07006:21116 57.36437:2481 57.78495:3309 58.09964:2731 61.01067:4117 62.9899:2816 69.98363:2554 70.22462:2848 71.08566:31176 73.04679:329101 75.02621:12275 79.02104:3595 91.05736:647170 91.77984:3337 93.03651:2909 101.05975:36781 109.32055:2538 111.04408:62050 114.07346:37243 129.04349:6400 129.0545:200916 147.06511:219028 149.04469:10753 167.0555:27298 212.6707:23918 223.06425:5938 241.17937:18558 259.18994:23790 266.99982:22778 268.97855:54770 281.05231:5400 285.00964:718759 299.06274:61864 303.02008:70979 326.03592:3594 339.03979:13776 340.04739:3118 355.06973:1555690 357.04788:4217 371.10156:262848 371.15997:29536 371.31833:6061"	NA	NA
2240	8.6	373.1805	"Unknown"	"53.42291:2296 62.04379:2458 75.39221:2532 92.79518:2204 121.0081:2409 124.08907:2804 138.05258:26765 153.06371:21040 155.07913:10646 180.76633:2518 181.05835:32749 198.08502:1109025 226.66779:2363 250.61105:2396 251.41859:2384"	NA	NA
2248	3.16	375.3293	"Unknown"	"52.30028:2458 57.31567:2175 58.72937:2209 59.06048:3490 60.08102:55166 73.70277:2556 75.25363:2196 80.88197:2305 85.02843:362993 86.88288:2518 144.10178:5302 159.09178:2855 214.22372:25214 316.2565:76529 375.32962:1060033"	NA	NA
2249	1.85	375.3294	"Unknown"	"52.91876:2357 58.60337:2610 60.08105:68707 66.06373:2212 85.0284:443517 95.08562:3130 114.13589:3118 129.06021:2895 142.52441:2451 144.10187:10646 185.71214:2589 214.22459:27506 217.89182:2621 218.58105:5692 257.39569:2695 316.25638:88011 375.32944:1315925"	NA	NA
2259	8.88	380.0858	"Benzeneethanamine, 4-bromo-2,5-dimethoxy-N-[(2-methoxyphenyl)methyl]-"	"58.69174:2360 73.35258:2825 74.93013:2586 87.51:2803 99.61113:2547 137.95119:2448 152.03189:5394 167.04265:58501 197.73717:2811 199.01414:11756 201.03023:4636 202.04445:12762 204.0602:42030 224.44937:2877 229.05844:25456 231.99365:3505 233.0034:29604 234.00877:112398 235.02585:3179 236.03262:76355 275.04324:15212 277.05899:94851 278.04303:4197 292.0701:21571 303.72897:2776 305.05618:3668 318.62952:2861 321.84229:2604 323.06369:73201 334.08109:4892 338.07486:39868 362.07437:15997 363.05899:5464 371.20663:3196 380.08566:3455054"	"3652"	"6"
2260	0.94	380.1913	"Unknown"	"50.52364:2514 55.05159:2172 57.07012:29133 59.04935:22448 69.07027:3381 71.08559:41716 83.08565:2428 85.1011:50557 89.05971:23578 99.11678:10316 107.0702:5278 117.09098:15892 133.08582:2606 141.16397:16751 147.10124:5152 152.10022:2800 165.11232:3723 170.38326:2366 195.12256:5273 205.14473:2742 216.65729:3539 216.67833:4741 222.53683:2424 223.15468:19812 257.24957:2654 335.16595:3210 363.30923:90932 380.19016:22235 380.28558:13508"	NA	NA
2261	6.67	380.2179	"1_Val-Tyr-Val iSTD"	"55.05442:5388 72.08081:199312 74.84048:2286 76.11835:2301 105.60948:2783 118.08629:21965 122.34274:2441 126.69677:2856 136.07573:598207 160.84026:2760 184.9915:2428 219.70544:4066 226.73357:2653 235.14421:806596 258.52243:2973 263.13919:783403 264.12241:5607 281.14972:278506 345.68387:2684 362.20587:4816 380.21808:212623"	"3661"	"7"
2265	8.69	381.0791	"Unknown"	"101.66824:2251 110.51984:2587 113.42299:2412 142.10033:2309 174.15356:2304 222.06299:2280 268.49783:2689 340.33469:2337 381.07928:476541"	NA	NA
2266	8.17	381.0793	"Unknown"	"53.43889:2935 56.29245:2870 56.29545:3454 64.99587:2637 97.55312:2805 120.82241:3255 138.97786:3365 176.85172:3061 201.01573:17030 219.02698:16422 219.26299:5271 285.20462:3059 381.07935:1656229 381.297:224675"	NA	NA
2276	8.58	383.1157	"Unknown"	"53.13343:2526 54.42789:2641 64.92905:3032 81.81966:2346 108.82858:2324 116.0547:2858 119.91484:2622 123.3764:2427 124.21159:2754 144.7534:2633 174.99832:9969 189.2739:2638 192.02437:56974 203.05252:2179420 214.00615:136170 219.62573:2639 221.06316:26445 244.07915:38068 253.99815:12331 288.52991:2787 366.01407:57504 383.04095:262316 383.08728:11943 383.09918:12201 383.12134:10124 383.19827:5634"	"3700;3691;3694"	"12;10;11"
2277	7.49	383.1158	"Unknown"	"50.06866:2343 50.0722:2260 52.04989:2390 63.76085:2811 72.33724:2580 91.52773:2412 139.02419:15436 140.45731:2616 167.0787:14303 168.08174:10266 169.06631:10770 170.07269:26155 202.04472:5586 203.05283:59853 204.0592:6398 232.08856:48549 235.02551:10820 236.03233:92823 237.03876:240484 295.09979:17483 315.07852:10958 337.10999:5847 341.10516:87598 365.10339:22937 383.11557:2740542"	"3657"	"4"
2280	9.88	383.3998	"Unknown"	"63.22726:2000 68.05972:1960 84.90074:2582 103.32553:2160 108.47482:2089 222.82907:2223 383.3317:4582"	NA	NA
2288	8.56	385.1288	"S-Adenosyl-homocysteine_[M+H]+_ZJUKTBDSGOFHSH-WFMPWKQPSA-N"	"51.38221:4997 54.11766:5232 78.36106:4743 88.02159:196262 97.02838:48506 97.73379:5589 99.04411:50261 109.65172:5125 126.16888:5191 134.02702:2906422 136.06177:3486635 149.46666:4940 192.76768:5507 232.0636:84451 250.07439:1007221 363.42862:5177 385.12872:1494730"	"3700;3691;3694"	"10;8;9"
2297	8.28	387.2713	"Ile-Val-Arg"	"60.05581:2344 72.08084:4467 86.0964:15508 91.10308:2331 112.08722:2343 115.08647:3372 116.07088:4139 135.07207:2256 157.10785:2675 158.09259:11803 175.10252:5179 175.11914:118451 185.16507:42110 213.1595:22098 257.16031:15583 274.18744:4630 352.23492:15330 370.2457:13847 387.06552:18900 387.27155:840784"	NA	NA
2299	1.33	388.254	"Unknown"	"83.06815:8889 87.04416:63081 87.99863:10352 89.05975:1786732 107.07022:10310 115.05619:12760 118.85221:9728 131.07042:23232 133.08597:1708829 175.09656:17374 177.11232:755910 189.03905:10011 195.12227:12152 203.10809:14233 217.10103:20173 217.12187:12796 221.13872:131038 239.14967:22231 265.16489:63703 283.17572:117728 327.20203:94888 353.21954:22117 371.22757:3169236 388.25552:597775 388.33862:60710 388.3909:111187"	NA	NA
2300	1.62	388.2541	"Unknown"	"59.49597:2280 59.6278:2310 85.34774:2573 87.04397:12438 89.05971:466038 107.0698:2792 129.05453:5542 131.07007:5467 133.08592:434581 147.06525:4809 175.09566:3119 177.11214:173367 211.00198:2445 218.47389:3461 221.13799:30961 225.40123:2411 233.59888:2533 239.14941:5932 265.16428:10362 283.17526:33940 296.33643:2859 309.18781:3436 327.20053:33685 332.68533:2889 353.21738:2895 363.50186:2690 371.22751:797085 388.25421:141766 388.29825:2852 388.3443:8860"	NA	NA
2306	8.96	389.1212	"Unknown"	"79.02143:2210 81.9628:2583 86.09646:28503 104.107:325624 125.50684:2471 146.98167:73828 206.05531:624167 213.98036:4108 214.00465:17797 220.07118:8654 253.17604:2770 300.03668:3110 330.04633:4135 389.12119:380235"	NA	NA
2312	0.97	394.3524	"Unknown"	"57.07014:106734 66.02337:2912 69.06995:5809 71.08556:110586 73.0647:11567 74.73136:2872 76.0193:2547 83.08527:3053 85.10115:77631 86.81868:2531 87.04426:3568 88.77059:2547 89.05967:495584 97.1009:16650 99.11683:13875 107.07019:44044 111.1168:10490 113.13232:13904 117.09099:4210 125.13172:3591 127.14777:10962 133.08583:268146 151.09639:37380 177.11227:88878 183.21106:11641 195.12267:491130 214.43903:18113 227.20049:265386 227.23978:8940 271.26254:28660 349.18152:3898 377.32648:1187439 394.30508:5714 394.35352:35031"	"3717"	"5"
2314	8.88	396.0599	"Unknown"	"59.06063:10672 59.23479:2387 138.84752:2615 218.84166:3792 218.86284:3189 253.44733:2518 263.65363:2324 304.6908:2459 396.05966:481710"	NA	NA
2319	9.65	399.1441	"Unknown"	"56.0497:3224 59.76104:2142 72.82134:2219 74.05996:3225 97.02844:40705 102.05508:66608 136.0619:104868 145.03131:8764 163.04237:4325 250.09355:406182 264.08945:25867 290.16263:2282 298.09711:108864 399.14481:98652"	"3739"	"7"
2320	9.6	399.1445	"S-Adenosyl-methionine_[M+H]+_MEFKEPWMEQBLKI-AIRLBKTGSA-N"	"56.04975:45939 56.2435:3903 61.01074:17555 69.03356:17434 72.64945:4252 74.02351:16620 74.06002:29044 77.00534:3691 84.04405:7088 85.07516:4051 97.02843:348719 102.05497:454673 112.42332:4300 117.03672:5827 136.06177:754199 145.03165:57174 163.04228:54189 195.27313:4552 218.16588:9376 232.08287:6431 250.09343:2897025 264.09006:202531 298.09689:720587 399.14435:667416"	"3739"	"7"
2321	0.93	399.2506	"Tri(butoxyethyl) phosphate"	"55.05452:96594 57.07014:273223 58.70914:2603 59.04937:31717 70.08576:2425 80.12844:3028 83.08552:167260 98.98437:41877 101.09609:348824 117.05437:12480 124.99982:17206 129.05466:3191 142.12222:3222 143.01047:81620 199.07291:907189 219.1235:4353 225.08807:27255 243.09985:29318 255.13562:4896 299.16177:956361 339.28873:6382 343.18982:3616 381.30301:13460 399.25052:1001594"	"3719"	"1"
2334	1.64	403.3607	"Unknown"	"60.08104:88830 71.08561:2695 78.71359:2370 81.06937:2779 85.02843:574103 142.24149:2552 144.10223:14011 144.65288:2545 169.48811:2428 215.31882:4987 215.34047:10179 242.25566:29812 344.28796:86777 403.36099:1683608"	NA	NA
2336	2.94	403.3609	"Unknown"	"55.06789:2381 60.08105:71762 71.08601:3169 83.94578:2433 85.02846:530747 95.08556:2869 144.10222:14105 242.2562:24556 314.18289:2794 339.05426:3013 344.28757:85867 403.36108:1510196"	NA	NA
2337	1.44	403.361	"Unknown"	"50.1137:2448 55.23155:2781 60.08105:110673 70.43789:2441 71.0857:3571 82.671:2678 85.02847:726554 91.59249:2591 92.12311:2440 95.08553:5322 144.10185:22981 178.19029:2766 180.64221:2653 221.5687:3270 242.25526:35203 280.66644:2796 284.26611:23977 344.28757:111847 403.36115:2115791"	NA	NA
2343	9.96	405.0097	"Unknown"	"55.10498:3503 56.00727:2454 61.87416:2454 65.27576:2283 69.03351:10580 70.02869:2658 81.63741:2418 81.65069:2130 81.82487:2743 86.37504:2528 89.78246:2406 90.05074:2207 97.02843:1040591 111.03018:2429 113.03458:18906 125.06038:2604 139.69589:2280 176.99521:19175 178.95023:4815 185.36426:3063 209.05637:9327 227.06644:31171 274.97168:23864 292.98306:10188 307.03305:18705 405.01102:36897"	NA	NA
2347	8.17	406.132	"Galacto-N-biose"	"78.07507:2540 86.82606:3057 89.44188:2535 89.85229:2848 95.85332:2699 99.92793:2778 174.99287:2905 203.05101:7568 208.05846:3335 226.0687:14486 244.07964:53503 279.96796:3056 305.08524:30513 316.09387:3183 362.18317:3387 388.12125:73657 406.1319:3403497"	"3777"	"8"
2368	7.86	416.1974	"Unknown"	"91.86258:2276 107.36742:2145 119.0853:11312 120.08842:5461 136.03705:4491 136.04826:127970 136.06015:4148 139.56596:2489 154.05867:992724 176.04086:40668 212.77519:4544 212.8002:24536 236.13896:2607 241.0939:2698 282.37482:3231 285.06104:14317 285.12833:287122 307.11011:19940"	NA	NA
2374	4.87	416.4322	"Unknown"	"56.01554:2167 59.34895:2207 70.37473:2376 81.37074:2838 119.08561:25658 120.0891:11720 136.7048:2435 275.09094:2268 279.42233:2338 416.37509:5473"	NA	NA
2376	6.66	418.1737	"Unknown"	"87.71081:4043 92.60339:4590 129.74332:3881 160.33823:4396 161.36377:4587 177.21329:4356 219.91406:5165 319.10605:5954 418.17361:3451566"	NA	NA
2381	8.79	420.1974	"Unknown"	"49.99997:2925 54.54276:2757 60.04461:38149 70.06524:5775 71.08514:3093 74.06003:31688 84.04417:28650 96.04414:4507 97.02841:6630 98.05965:11268 108.04424:4282 116.0706:256440 126.0549:245197 127.03863:10923 138.0549:82152 144.06558:107635 155.08023:3213 168.06531:43700 186.07608:227945 199.10777:57602 204.08669:397537 217.11827:1895851 218.86385:5689 291.93048:3047 295.09656:3007 295.12967:22710 300.1543:11442 324.15677:5496 375.89252:2858 402.18732:22411 420.19788:354432"	"3822"	"8"
2390	0.99	424.3629	"Unknown"	"55.0546:3035 57.07013:123992 59.0494:5927 63.20666:2705 69.06995:12649 71.08555:132287 73.06486:26065 83.0855:6718 85.10114:105719 87.04402:6705 89.05967:578785 91.07535:5061 97.10126:23760 99.11695:28088 101.05949:3318 103.62715:3065 105.97292:2882 107.07024:16205 111.11662:20286 113.13229:16209 117.09095:14005 130.08601:3771 133.08586:426304 149.02342:17005 151.09647:37207 167.03386:5617 169.19495:22405 177.11195:111416 195.12216:24636 198.99031:3126 213.22067:17123 217.54546:4731 221.13867:14899 239.14893:254510 257.24716:57859 289.0249:2809 298.29352:4468 299.2952:6072 301.27341:24532 319.2825:3963 325.27631:3900 329.7691:2972 363.30948:11791 379.30145:3068 395.21078:2856 407.33664:1358643 424.36362:251037"	"3832"	"5"
2408	8.64	431.1189	"Unknown"	"56.20999:2396 62.06025:261678 66.54733:2800 70.35175:2392 71.65314:2492 81.6412:2295 84.03717:3074 89.7833:2838 121.16373:3065 124.01739:2552 173.02086:14430 198.05273:257311 213.21101:13327 213.23531:10045 216.06326:1803289 224.38123:2663 231.42958:2801 305.35626:2505 307.45663:3081 327.69388:2619 431.11777:33777"	NA	NA
2409	0.96	431.3843	"Unknown"	"53.99212:2351 55.05452:5585 56.65845:2425 56.98381:2528 57.07018:2977 62.06025:3017 67.05437:41490 69.06992:14917 71.04904:9548 71.08541:3419 79.05406:10316 81.06992:115295 83.04931:2946 83.08546:48637 85.06489:5068 91.0543:5405 93.06981:38600 95.04879:2766 95.07903:3995 95.08558:104150 97.06462:21701 97.10111:36679 99.08067:4486 100.07511:3396 105.06982:5244 107.08553:52958 109.06433:3876 109.10126:45741 111.08051:25666 111.11665:4449 114.09143:9804 115.07542:5107 117.06955:4569 119.08554:14182 121.10128:25809 123.08025:4204 123.11672:22161 125.09575:5605 127.07555:6072 128.1071:9433 131.0856:39743 133.10083:13889 135.11647:11702 141.12741:3829 145.10135:5963 147.11674:20961 149.09622:3307 149.1324:30035 151.14796:4187 153.09055:3165 163.14803:86705 170.15425:3648 172.70361:2446 173.13255:117235 175.14835:65126 180.17479:5143 181.15892:38405 191.14302:35377 192.15073:2811 193.15915:54370 198.18546:35690 199.19269:6317 199.68721:2359 200.20044:4534 209.15334:49082 209.17722:42197 211.16878:29052 214.18065:3609 226.18016:58247 227.1869:5435 228.19585:190695 229.17958:17983 229.22673:9678 244.19081:132243 244.25111:24688 245.17482:20258 276.23911:3303 431.32968:4613 431.38528:82768"	"3860"	"5"
2412	2.76	431.3914	"Unknown"	"57.03381:3209 60.08101:79371 60.31857:2884 75.42691:2463 75.99895:2879 81.06974:3726 85.02843:501267 95.08556:10798 97.10125:4910 109.10104:3590 144.10204:13379 163.14827:3993 175.1468:3691 228.19621:4795 261.12387:3046 270.2868:18475 343.70752:3063 372.31897:70100 431.39212:1449611"	NA	NA
2413	1.39	431.392	"Unknown"	"50.29576:2895 52.90174:2725 57.03372:4107 57.07021:7478 58.37619:2820 60.08101:263695 60.08879:6853 60.77077:2688 71.08562:6217 74.1044:11854 79.54115:3176 81.06993:13807 83.08556:3506 85.02841:1657395 85.10116:5873 88.12003:3684 95.08548:20768 97.10122:7350 100.1199:3981 109.10117:18276 123.11751:6637 144.10191:50156 167.6898:2996 244.19145:4223 270.28687:51162 288.2988:7189 311.29413:19354 312.29791:78655 372.3186:240164 431.39206:5101229"	NA	NA
2426	1.14	437.3739	"Unknown"	"81.06979:16214 83.08551:5424 93.0701:3667 95.08553:22972 97.10134:4601 107.08533:13219 109.101:15756 111.20457:2781 119.08528:10949 121.10109:15748 123.11687:4175 131.08528:10407 133.10117:12228 135.11667:14628 135.60194:2806 145.10112:13019 147.11594:5507 149.13237:10919 159.11731:12100 161.13164:3403 171.11766:3194 173.13318:4279 175.14772:4869 187.14815:4074 201.16345:5232 210.1857:22581 215.18001:3203 217.38779:5134 217.41031:3694 227.21121:6154 237.1853:3395 242.90756:2763 245.18996:3982 259.20648:3872 262.21567:12028 271.20508:2752 276.23193:22190 308.25848:3467 339.30389:3497 349.28931:3597 356.32993:5031 357.31604:9747 359.33246:4177 367.29956:51504 374.34125:3231 375.32651:11393 384.32629:108972 385.31:209116 402.3367:257717 403.32025:82612 419.36337:59712 420.28201:4641 420.34695:158948 437.37344:857398"	NA	NA
2429	6.66	438.271	"Unknown"	"59.06065:364180 61.7417:2178 220.06493:3420 235.14505:5330 254.14059:2448 262.64401:2885 263.13971:10301 270.68289:2325 281.15009:2585 290.71405:2457 380.21759:16510 438.27325:2683"	NA	NA
2431	0.98	438.3784	"Unknown"	"50.65735:2612 53.60308:2559 55.05463:3181 57.07016:137035 69.06993:11621 71.08558:147660 73.06473:19845 83.08561:6833 85.1012:109900 87.04405:6794 89.05968:630983 97.10085:21846 99.11681:29073 107.0704:11801 111.11684:21979 113.13248:14013 115.27985:3031 117.09113:11596 125.13277:5697 127.14821:13467 130.08652:3937 133.08589:443437 135.10223:4148 141.16463:4475 151.09647:32035 177.11209:112882 183.21123:16970 195.12318:28262 215.93478:13834 215.95737:2998 221.13919:17442 227.20052:268157 227.23923:11960 239.14888:323358 271.26315:45921 315.28915:24091 377.32687:6766 385.31036:2650 421.35297:1312225 438.38052:297492"	"3888"	"5"
2444	9.92	445.136	"Unknown"	"58.99556:2828 76.01664:4072 76.02158:116721 81.20644:2521 84.04496:3519 87.50552:2699 92.04671:50244 94.92255:2570 95.77414:2898 104.79139:2436 116.01682:5960 130.04967:24965 138.05214:197641 140.06758:6821 144.01122:14045 145.05972:3160 162.02188:211162 177.03293:19362 179.04846:1004153 179.35359:3305 199.07182:15623 213.06631:12270 215.04825:4834 219.24194:5839 231.04343:121998 233.05934:102404 245.05901:20004 256.09341:4350 257.07901:3214 288.06583:6094 290.07974:10290 291.06552:21997 308.09116:401020 316.09329:284736 364.22968:2941 370.10461:49515 427.12527:28551 445.13589:682139"	"3926"	"10"
2449	0.89	447.3465	"Unknown"	"57.07014:115553 61.22385:2992 63.72623:2291 65.03962:2740 71.08558:165951 85.10123:183673 85.93787:2561 99.11678:36434 141.16368:81898 149.02335:1001560 167.03389:375398 219.12604:4508 289.18323:5010 307.19025:73955 361.02737:5906 372.55731:2715 447.34543:45038"	NA	NA
2457	0.97	450.2332	"Unknown"	"53.7552:3450 54.66852:2895 73.02854:4930 83.04919:6376 83.08523:18710 89.02353:3228 89.05978:6776 101.05977:6291 111.04399:69640 111.08024:3999 127.07544:3862 129.0545:19035 155.07014:1310802 173.08078:316824 174.54836:3065 175.07666:3722 199.09657:41299 217.10707:388312 261.13293:65672 283.26401:20849 345.15405:64716 371.16818:13684 389.18042:350357 415.19089:3837 433.20645:5128775 450.233:1011577"	"3922"	"4"
2460	8.64	453.101	"Unknown"	"56.77157:2675 56.92258:2705 57.19478:2212 58.77197:2473 69.85127:2424 77.62064:2410 115.57088:2605 128.4095:2570 145.99855:4505 150.02156:2850 176.99239:123079 180.19139:2528 195.00296:498488 220.03477:11532 238.04512:1726564 337.02951:2459 426.08322:2795 453.09998:28764 453.3414:4672"	NA	NA
2464	5.64	454.2932	"1-Palmitoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine"	"55.93354:2971 57.07014:4803 61.87222:2131 62.06026:104164 71.08559:3438 85.10056:3263 89.79362:2864 101.68919:2388 123.11664:2455 142.02733:2969 155.01004:15512 198.0535:4870 216.06483:8582 239.23717:5601 282.27921:33021 313.27386:437278 393.24033:31124 436.28284:130839 453.8429:8551 454.29269:303678"	NA	NA
2476	3.12	461.2108	"Unknown"	"54.216:2422 57.15584:2509 59.06065:2993 89.05968:5070 112.03661:3633 112.61015:2521 113.44373:2440 119.08549:35571 120.08866:21879 130.84683:2566 133.08617:5056 135.08032:12038 146.39713:2848 153.05275:3834 177.11206:2470 194.51967:2791 224.09079:3405 242.09993:754451 313.82343:2695 416.21396:25288 452.84583:3192 461.27301:20446"	NA	NA
2487	5.63	466.2929	"Unknown"	"62.04878:2422 62.06025:136001 67.0544:3674 69.06991:4760 81.07012:3669 83.08534:3164 85.10049:2905 95.08497:6249 96.14622:2373 97.10114:4125 109.10111:3190 128.92996:2957 142.02637:3251 155.01028:21258 198.05255:5277 216.0629:15559 222.34729:2805 241.23801:3037 251.2374:15314 294.27893:35007 296.00784:2468 325.27371:513781 346.09769:2645 405.23944:27302 448.28253:150228 466.29294:409583"	"3980"	"5"
2488	5.33	466.2929	"Unknown"	"53.3561:2638 57.03353:2718 57.06998:2722 62.06028:245719 62.06374:8895 67.05413:4197 69.06976:6243 81.06959:15074 83.08527:11193 87.60342:2699 91.14803:2635 95.08572:18477 97.10099:4330 109.10091:10869 111.11658:4081 121.10106:4785 135.11649:10695 137.13214:3739 142.02682:4659 149.13211:3892 151.14771:3486 155.01031:40014 173.0209:3442 198.05269:15069 216.06323:22247 218.82477:4991 233.22609:4401 251.23744:24579 294.27979:60927 325.2738:954708 346.96277:2843 405.24011:49611 407.70526:2987 448.2822:277269 466.29309:743278"	"3978;3979"	"5;5"
2489	5.52	466.293	"Unknown"	"62.06026:84274 67.05442:2524 71.49072:2302 81.07005:4837 83.08559:2831 95.08555:5076 97.10046:3195 109.1014:4451 136.50519:2570 143.74997:2748 155.01012:11363 191.2525:2326 198.05283:4778 216.06378:10203 217.73839:2882 217.75909:5322 251.23735:9824 294.27917:24180 325.27374:389818 405.24017:14979 448.28189:88395 466.29272:290666"	"3978;3979;3980"	"5;5;5"
